dataset_id,dataset_authors,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_9.csv,GH_elevationAngle_elevationFrontal_9.csv,GH_internalRotation_elevationFrontal_9.csv,GH_anttranslation_elevationFrontal_9.csv,GH_suptranslation_elevationFrontal_9.csv,GH_medtranslation_elevationFrontal_9.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_10.csv,GH_elevationAngle_elevationFrontal_10.csv,GH_internalRotation_elevationFrontal_10.csv,GH_anttranslation_elevationFrontal_10.csv,GH_suptranslation_elevationFrontal_10.csv,GH_medtranslation_elevationFrontal_10.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_11.csv,GH_elevationAngle_elevationFrontal_11.csv,GH_internalRotation_elevationFrontal_11.csv,GH_anttranslation_elevationFrontal_11.csv,GH_suptranslation_elevationFrontal_11.csv,GH_medtranslation_elevationFrontal_11.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_12.csv,GH_elevationAngle_elevationFrontal_12.csv,GH_internalRotation_elevationFrontal_12.csv,GH_anttranslation_elevationFrontal_12.csv,GH_suptranslation_elevationFrontal_12.csv,GH_medtranslation_elevationFrontal_12.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_13.csv,GH_elevationAngle_elevationFrontal_13.csv,GH_internalRotation_elevationFrontal_13.csv,GH_anttranslation_elevationFrontal_13.csv,GH_suptranslation_elevationFrontal_13.csv,GH_medtranslation_elevationFrontal_13.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_14.csv,GH_elevationAngle_elevationFrontal_14.csv,GH_internalRotation_elevationFrontal_14.csv,GH_anttranslation_elevationFrontal_14.csv,GH_suptranslation_elevationFrontal_14.csv,GH_medtranslation_elevationFrontal_14.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_15.csv,GH_elevationAngle_elevationFrontal_15.csv,GH_internalRotation_elevationFrontal_15.csv,GH_anttranslation_elevationFrontal_15.csv,GH_suptranslation_elevationFrontal_15.csv,GH_medtranslation_elevationFrontal_15.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_16.csv,GH_elevationAngle_elevationFrontal_16.csv,GH_internalRotation_elevationFrontal_16.csv,GH_anttranslation_elevationFrontal_16.csv,GH_suptranslation_elevationFrontal_16.csv,GH_medtranslation_elevationFrontal_16.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_17.csv,GH_elevationAngle_elevationFrontal_17.csv,GH_internalRotation_elevationFrontal_17.csv,GH_anttranslation_elevationFrontal_17.csv,GH_suptranslation_elevationFrontal_17.csv,GH_medtranslation_elevationFrontal_17.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_18.csv,GH_elevationAngle_elevationFrontal_18.csv,GH_internalRotation_elevationFrontal_18.csv,GH_anttranslation_elevationFrontal_18.csv,GH_suptranslation_elevationFrontal_18.csv,GH_medtranslation_elevationFrontal_18.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_19.csv,GH_elevationAngle_elevationFrontal_19.csv,GH_internalRotation_elevationFrontal_19.csv,GH_anttranslation_elevationFrontal_19.csv,GH_suptranslation_elevationFrontal_19.csv,GH_medtranslation_elevationFrontal_19.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationFrontal_20.csv,GH_elevationAngle_elevationFrontal_20.csv,GH_internalRotation_elevationFrontal_20.csv,GH_anttranslation_elevationFrontal_20.csv,GH_suptranslation_elevationFrontal_20.csv,GH_medtranslation_elevationFrontal_20.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_1.csv,GH_elevationAngle_elevationScapular_1.csv,GH_internalRotation_elevationScapular_1.csv,GH_anttranslation_elevationScapular_1.csv,GH_suptranslation_elevationScapular_1.csv,GH_medtranslation_elevationScapular_1.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_2.csv,GH_elevationAngle_elevationScapular_2.csv,GH_internalRotation_elevationScapular_2.csv,GH_anttranslation_elevationScapular_2.csv,GH_suptranslation_elevationScapular_2.csv,GH_medtranslation_elevationScapular_2.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_3.csv,GH_elevationAngle_elevationScapular_3.csv,GH_internalRotation_elevationScapular_3.csv,GH_anttranslation_elevationScapular_3.csv,GH_suptranslation_elevationScapular_3.csv,GH_medtranslation_elevationScapular_3.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_4.csv,GH_elevationAngle_elevationScapular_4.csv,GH_internalRotation_elevationScapular_4.csv,GH_anttranslation_elevationScapular_4.csv,GH_suptranslation_elevationScapular_4.csv,GH_medtranslation_elevationScapular_4.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_5.csv,GH_elevationAngle_elevationScapular_5.csv,GH_internalRotation_elevationScapular_5.csv,GH_anttranslation_elevationScapular_5.csv,GH_suptranslation_elevationScapular_5.csv,GH_medtranslation_elevationScapular_5.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_6.csv,GH_elevationAngle_elevationScapular_6.csv,GH_internalRotation_elevationScapular_6.csv,GH_anttranslation_elevationScapular_6.csv,GH_suptranslation_elevationScapular_6.csv,GH_medtranslation_elevationScapular_6.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_7.csv,GH_elevationAngle_elevationScapular_7.csv,GH_internalRotation_elevationScapular_7.csv,GH_anttranslation_elevationScapular_7.csv,GH_suptranslation_elevationScapular_7.csv,GH_medtranslation_elevationScapular_7.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_8.csv,GH_elevationAngle_elevationScapular_8.csv,GH_internalRotation_elevationScapular_8.csv,GH_anttranslation_elevationScapular_8.csv,GH_suptranslation_elevationScapular_8.csv,GH_medtranslation_elevationScapular_8.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_9.csv,GH_elevationAngle_elevationScapular_9.csv,GH_internalRotation_elevationScapular_9.csv,GH_anttranslation_elevationScapular_9.csv,GH_suptranslation_elevationScapular_9.csv,GH_medtranslation_elevationScapular_9.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_10.csv,GH_elevationAngle_elevationScapular_10.csv,GH_internalRotation_elevationScapular_10.csv,GH_anttranslation_elevationScapular_10.csv,GH_suptranslation_elevationScapular_10.csv,GH_medtranslation_elevationScapular_10.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_11.csv,GH_elevationAngle_elevationScapular_11.csv,GH_internalRotation_elevationScapular_11.csv,GH_anttranslation_elevationScapular_11.csv,GH_suptranslation_elevationScapular_11.csv,GH_medtranslation_elevationScapular_11.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_12.csv,GH_elevationAngle_elevationScapular_12.csv,GH_internalRotation_elevationScapular_12.csv,GH_anttranslation_elevationScapular_12.csv,GH_suptranslation_elevationScapular_12.csv,GH_medtranslation_elevationScapular_12.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_13.csv,GH_elevationAngle_elevationScapular_13.csv,GH_internalRotation_elevationScapular_13.csv,GH_anttranslation_elevationScapular_13.csv,GH_suptranslation_elevationScapular_13.csv,GH_medtranslation_elevationScapular_13.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_14.csv,GH_elevationAngle_elevationScapular_14.csv,GH_internalRotation_elevationScapular_14.csv,GH_anttranslation_elevationScapular_14.csv,GH_suptranslation_elevationScapular_14.csv,GH_medtranslation_elevationScapular_14.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_15.csv,GH_elevationAngle_elevationScapular_15.csv,GH_internalRotation_elevationScapular_15.csv,GH_anttranslation_elevationScapular_15.csv,GH_suptranslation_elevationScapular_15.csv,GH_medtranslation_elevationScapular_15.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_16.csv,GH_elevationAngle_elevationScapular_16.csv,GH_internalRotation_elevationScapular_16.csv,GH_anttranslation_elevationScapular_16.csv,GH_suptranslation_elevationScapular_16.csv,GH_medtranslation_elevationScapular_16.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_17.csv,GH_elevationAngle_elevationScapular_17.csv,GH_internalRotation_elevationScapular_17.csv,GH_anttranslation_elevationScapular_17.csv,GH_suptranslation_elevationScapular_17.csv,GH_medtranslation_elevationScapular_17.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_18.csv,GH_elevationAngle_elevationScapular_18.csv,GH_internalRotation_elevationScapular_18.csv,GH_anttranslation_elevationScapular_18.csv,GH_suptranslation_elevationScapular_18.csv,GH_medtranslation_elevationScapular_18.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_19.csv,GH_elevationAngle_elevationScapular_19.csv,GH_internalRotation_elevationScapular_19.csv,GH_anttranslation_elevationScapular_19.csv,GH_suptranslation_elevationScapular_19.csv,GH_medtranslation_elevationScapular_19.csv
#6,Henninger et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationScapular_20.csv,GH_elevationAngle_elevationScapular_20.csv,GH_internalRotation_elevationScapular_20.csv,GH_anttranslation_elevationScapular_20.csv,GH_suptranslation_elevationScapular_20.csv,GH_medtranslation_elevationScapular_20.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_1.csv,GH_elevationAngle_elevationSagittal_1.csv,GH_internalRotation_elevationSagittal_1.csv,GH_anttranslation_elevationSagittal_1.csv,GH_suptranslation_elevationSagittal_1.csv,GH_medtranslation_elevationSagittal_1.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_2.csv,GH_elevationAngle_elevationSagittal_2.csv,GH_internalRotation_elevationSagittal_2.csv,GH_anttranslation_elevationSagittal_2.csv,GH_suptranslation_elevationSagittal_2.csv,GH_medtranslation_elevationSagittal_2.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_3.csv,GH_elevationAngle_elevationSagittal_3.csv,GH_internalRotation_elevationSagittal_3.csv,GH_anttranslation_elevationSagittal_3.csv,GH_suptranslation_elevationSagittal_3.csv,GH_medtranslation_elevationSagittal_3.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_4.csv,GH_elevationAngle_elevationSagittal_4.csv,GH_internalRotation_elevationSagittal_4.csv,GH_anttranslation_elevationSagittal_4.csv,GH_suptranslation_elevationSagittal_4.csv,GH_medtranslation_elevationSagittal_4.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_5.csv,GH_elevationAngle_elevationSagittal_5.csv,GH_internalRotation_elevationSagittal_5.csv,GH_anttranslation_elevationSagittal_5.csv,GH_suptranslation_elevationSagittal_5.csv,GH_medtranslation_elevationSagittal_5.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_6.csv,GH_elevationAngle_elevationSagittal_6.csv,GH_internalRotation_elevationSagittal_6.csv,GH_anttranslation_elevationSagittal_6.csv,GH_suptranslation_elevationSagittal_6.csv,GH_medtranslation_elevationSagittal_6.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_7.csv,GH_elevationAngle_elevationSagittal_7.csv,GH_internalRotation_elevationSagittal_7.csv,GH_anttranslation_elevationSagittal_7.csv,GH_suptranslation_elevationSagittal_7.csv,GH_medtranslation_elevationSagittal_7.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_8.csv,GH_elevationAngle_elevationSagittal_8.csv,GH_internalRotation_elevationSagittal_8.csv,GH_anttranslation_elevationSagittal_8.csv,GH_suptranslation_elevationSagittal_8.csv,GH_medtranslation_elevationSagittal_8.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_9.csv,GH_elevationAngle_elevationSagittal_9.csv,GH_internalRotation_elevationSagittal_9.csv,GH_anttranslation_elevationSagittal_9.csv,GH_suptranslation_elevationSagittal_9.csv,GH_medtranslation_elevationSagittal_9.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_10.csv,GH_elevationAngle_elevationSagittal_10.csv,GH_internalRotation_elevationSagittal_10.csv,GH_anttranslation_elevationSagittal_10.csv,GH_suptranslation_elevationSagittal_10.csv,GH_medtranslation_elevationSagittal_10.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_11.csv,GH_elevationAngle_elevationSagittal_11.csv,GH_internalRotation_elevationSagittal_11.csv,GH_anttranslation_elevationSagittal_11.csv,GH_suptranslation_elevationSagittal_11.csv,GH_medtranslation_elevationSagittal_11.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_12.csv,GH_elevationAngle_elevationSagittal_12.csv,GH_internalRotation_elevationSagittal_12.csv,GH_anttranslation_elevationSagittal_12.csv,GH_suptranslation_elevationSagittal_12.csv,GH_medtranslation_elevationSagittal_12.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_13.csv,GH_elevationAngle_elevationSagittal_13.csv,GH_internalRotation_elevationSagittal_13.csv,GH_anttranslation_elevationSagittal_13.csv,GH_suptranslation_elevationSagittal_13.csv,GH_medtranslation_elevationSagittal_13.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_14.csv,GH_elevationAngle_elevationSagittal_14.csv,GH_internalRotation_elevationSagittal_14.csv,GH_anttranslation_elevationSagittal_14.csv,GH_suptranslation_elevationSagittal_14.csv,GH_medtranslation_elevationSagittal_14.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_15.csv,GH_elevationAngle_elevationSagittal_15.csv,GH_internalRotation_elevationSagittal_15.csv,GH_anttranslation_elevationSagittal_15.csv,GH_suptranslation_elevationSagittal_15.csv,GH_medtranslation_elevationSagittal_15.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_16.csv,GH_elevationAngle_elevationSagittal_16.csv,GH_internalRotation_elevationSagittal_16.csv,GH_anttranslation_elevationSagittal_16.csv,GH_suptranslation_elevationSagittal_16.csv,GH_medtranslation_elevationSagittal_16.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_17.csv,GH_elevationAngle_elevationSagittal_17.csv,GH_internalRotation_elevationSagittal_17.csv,GH_anttranslation_elevationSagittal_17.csv,GH_suptranslation_elevationSagittal_17.csv,GH_medtranslation_elevationSagittal_17.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_18.csv,GH_elevationAngle_elevationSagittal_18.csv,GH_internalRotation_elevationSagittal_18.csv,GH_anttranslation_elevationSagittal_18.csv,GH_suptranslation_elevationSagittal_18.csv,GH_medtranslation_elevationSagittal_18.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_19.csv,GH_elevationAngle_elevationSagittal_19.csv,GH_internalRotation_elevationSagittal_19.csv,GH_anttranslation_elevationSagittal_19.csv,GH_suptranslation_elevationSagittal_19.csv,GH_medtranslation_elevationSagittal_19.csv
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_elevationSagittal_20.csv,GH_elevationAngle_elevationSagittal_20.csv,GH_internalRotation_elevationSagittal_20.csv,GH_anttranslation_elevationSagittal_20.csv,GH_suptranslation_elevationSagittal_20.csv,GH_medtranslation_elevationSagittal_20.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_2.csv,GH_elevationAngle_rotation0Abd_2.csv,GH_internalRotation_rotation0Abd_2.csv,GH_anttranslation_rotation0Abd_2.csv,GH_suptranslation_rotation0Abd_2.csv,GH_medtranslation_rotation0Abd_2.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_3.csv,GH_elevationAngle_rotation0Abd_3.csv,GH_internalRotation_rotation0Abd_3.csv,GH_anttranslation_rotation0Abd_3.csv,GH_suptranslation_rotation0Abd_3.csv,GH_medtranslation_rotation0Abd_3.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_4.csv,GH_elevationAngle_rotation0Abd_4.csv,GH_internalRotation_rotation0Abd_4.csv,GH_anttranslation_rotation0Abd_4.csv,GH_suptranslation_rotation0Abd_4.csv,GH_medtranslation_rotation0Abd_4.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_5.csv,GH_elevationAngle_rotation0Abd_5.csv,GH_internalRotation_rotation0Abd_5.csv,GH_anttranslation_rotation0Abd_5.csv,GH_suptranslation_rotation0Abd_5.csv,GH_medtranslation_rotation0Abd_5.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_6.csv,GH_elevationAngle_rotation0Abd_6.csv,GH_internalRotation_rotation0Abd_6.csv,GH_anttranslation_rotation0Abd_6.csv,GH_suptranslation_rotation0Abd_6.csv,GH_medtranslation_rotation0Abd_6.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_7.csv,GH_elevationAngle_rotation0Abd_7.csv,GH_internalRotation_rotation0Abd_7.csv,GH_anttranslation_rotation0Abd_7.csv,GH_suptranslation_rotation0Abd_7.csv,GH_medtranslation_rotation0Abd_7.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_8.csv,GH_elevationAngle_rotation0Abd_8.csv,GH_internalRotation_rotation0Abd_8.csv,GH_anttranslation_rotation0Abd_8.csv,GH_suptranslation_rotation0Abd_8.csv,GH_medtranslation_rotation0Abd_8.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_9.csv,GH_elevationAngle_rotation0Abd_9.csv,GH_internalRotation_rotation0Abd_9.csv,GH_anttranslation_rotation0Abd_9.csv,GH_suptranslation_rotation0Abd_9.csv,GH_medtranslation_rotation0Abd_9.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_10.csv,GH_elevationAngle_rotation0Abd_10.csv,GH_internalRotation_rotation0Abd_10.csv,GH_anttranslation_rotation0Abd_10.csv,GH_suptranslation_rotation0Abd_10.csv,GH_medtranslation_rotation0Abd_10.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_11.csv,GH_elevationAngle_rotation0Abd_11.csv,GH_internalRotation_rotation0Abd_11.csv,GH_anttranslation_rotation0Abd_11.csv,GH_suptranslation_rotation0Abd_11.csv,GH_medtranslation_rotation0Abd_11.csv
