dataset_id,dataset_authors,dataset_year,dataset_doi,in_vivo,experimental_mean,number_of_shoulders,type_of_movement,active,posture,thorax_is_isb,thorax_is_global,thorax_is_isb_correctable,thorax_correction_method,thorax_origin,thorax_x_sense,thorax_x_direction,thorax_y_sense,thorax_y_direction,thorax_z_sense,thorax_z_direction,humerus_is_isb,humerus_is_isb_correctable,humerus_correction_method,humerus_origin,humerus_x_sense,humerus_x_direction,humerus_y_sense,humerus_y_direction,humerus_z_sense,humerus_z_direction,clavicle_is_isb,clavicle_is_isb_correctable,clavicle_correction_method,clavicle_origin,clavicle_x_sense,clavicle_x_direction,clavicle_y_sense,clavicle_y_direction,clavicle_z_sense,clavicle_z_direction,scapula_is_isb,scapula_is_isb_correctable,scapula_correction_method,scapula_origin,scapula_x_sense,scapula_x_direction,scapula_y_sense,scapula_y_direction,scapula_z_sense,scapula_z_direction,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,side_as_right,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 0 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,18,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_18.csv,GH_elevationAngle_rotation0Abd_18.csv,GH_internalRotation_rotation0Abd_18.csv,GH_anttranslation_rotation0Abd_18.csv,GH_suptranslation_rotation0Abd_18.csv,GH_medtranslation_rotation0Abd_18.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 0 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,19,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_19.csv,GH_elevationAngle_rotation0Abd_19.csv,GH_internalRotation_rotation0Abd_19.csv,GH_anttranslation_rotation0Abd_19.csv,GH_suptranslation_rotation0Abd_19.csv,GH_medtranslation_rotation0Abd_19.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 0 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,20,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_20.csv,GH_elevationAngle_rotation0Abd_20.csv,GH_internalRotation_rotation0Abd_20.csv,GH_anttranslation_rotation0Abd_20.csv,GH_suptranslation_rotation0Abd_20.csv,GH_medtranslation_rotation0Abd_20.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,1,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_1.csv,GH_elevationAngle_rotation90Abd_1.csv,GH_internalRotation_rotation90Abd_1.csv,GH_anttranslation_rotation90Abd_1.csv,GH_suptranslation_rotation90Abd_1.csv,GH_medtranslation_rotation90Abd_1.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,2,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_2.csv,GH_elevationAngle_rotation90Abd_2.csv,GH_internalRotation_rotation90Abd_2.csv,GH_anttranslation_rotation90Abd_2.csv,GH_suptranslation_rotation90Abd_2.csv,GH_medtranslation_rotation90Abd_2.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,3,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_3.csv,GH_elevationAngle_rotation90Abd_3.csv,GH_internalRotation_rotation90Abd_3.csv,GH_anttranslation_rotation90Abd_3.csv,GH_suptranslation_rotation90Abd_3.csv,GH_medtranslation_rotation90Abd_3.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,4,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_4.csv,GH_elevationAngle_rotation90Abd_4.csv,GH_internalRotation_rotation90Abd_4.csv,GH_anttranslation_rotation90Abd_4.csv,GH_suptranslation_rotation90Abd_4.csv,GH_medtranslation_rotation90Abd_4.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,5,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_5.csv,GH_elevationAngle_rotation90Abd_5.csv,GH_internalRotation_rotation90Abd_5.csv,GH_anttranslation_rotation90Abd_5.csv,GH_suptranslation_rotation90Abd_5.csv,GH_medtranslation_rotation90Abd_5.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,6,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_6.csv,GH_elevationAngle_rotation90Abd_6.csv,GH_internalRotation_rotation90Abd_6.csv,GH_anttranslation_rotation90Abd_6.csv,GH_suptranslation_rotation90Abd_6.csv,GH_medtranslation_rotation90Abd_6.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,7,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_7.csv,GH_elevationAngle_rotation90Abd_7.csv,GH_internalRotation_rotation90Abd_7.csv,GH_anttranslation_rotation90Abd_7.csv,GH_suptranslation_rotation90Abd_7.csv,GH_medtranslation_rotation90Abd_7.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,8,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_8.csv,GH_elevationAngle_rotation90Abd_8.csv,GH_internalRotation_rotation90Abd_8.csv,GH_anttranslation_rotation90Abd_8.csv,GH_suptranslation_rotation90Abd_8.csv,GH_medtranslation_rotation90Abd_8.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,9,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_9.csv,GH_elevationAngle_rotation90Abd_9.csv,GH_internalRotation_rotation90Abd_9.csv,GH_anttranslation_rotation90Abd_9.csv,GH_suptranslation_rotation90Abd_9.csv,GH_medtranslation_rotation90Abd_9.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,10,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_10.csv,GH_elevationAngle_rotation90Abd_10.csv,GH_internalRotation_rotation90Abd_10.csv,GH_anttranslation_rotation90Abd_10.csv,GH_suptranslation_rotation90Abd_10.csv,GH_medtranslation_rotation90Abd_10.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,11,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_11.csv,GH_elevationAngle_rotation90Abd_11.csv,GH_internalRotation_rotation90Abd_11.csv,GH_anttranslation_rotation90Abd_11.csv,GH_suptranslation_rotation90Abd_11.csv,GH_medtranslation_rotation90Abd_11.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,12,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_12.csv,GH_elevationAngle_rotation90Abd_12.csv,GH_internalRotation_rotation90Abd_12.csv,GH_anttranslation_rotation90Abd_12.csv,GH_suptranslation_rotation90Abd_12.csv,GH_medtranslation_rotation90Abd_12.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,13,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_13.csv,GH_elevationAngle_rotation90Abd_13.csv,GH_internalRotation_rotation90Abd_13.csv,GH_anttranslation_rotation90Abd_13.csv,GH_suptranslation_rotation90Abd_13.csv,GH_medtranslation_rotation90Abd_13.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,14,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_14.csv,GH_elevationAngle_rotation90Abd_14.csv,GH_internalRotation_rotation90Abd_14.csv,GH_anttranslation_rotation90Abd_14.csv,GH_suptranslation_rotation90Abd_14.csv,GH_medtranslation_rotation90Abd_14.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,15,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_15.csv,GH_elevationAngle_rotation90Abd_15.csv,GH_internalRotation_rotation90Abd_15.csv,GH_anttranslation_rotation90Abd_15.csv,GH_suptranslation_rotation90Abd_15.csv,GH_medtranslation_rotation90Abd_15.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,16,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_16.csv,GH_elevationAngle_rotation90Abd_16.csv,GH_internalRotation_rotation90Abd_16.csv,GH_anttranslation_rotation90Abd_16.csv,GH_suptranslation_rotation90Abd_16.csv,GH_medtranslation_rotation90Abd_16.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,17,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_17.csv,GH_elevationAngle_rotation90Abd_17.csv,GH_internalRotation_rotation90Abd_17.csv,GH_anttranslation_rotation90Abd_17.csv,GH_suptranslation_rotation90Abd_17.csv,GH_medtranslation_rotation90Abd_17.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,18,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_18.csv,GH_elevationAngle_rotation90Abd_18.csv,GH_internalRotation_rotation90Abd_18.csv,GH_anttranslation_rotation90Abd_18.csv,GH_suptranslation_rotation90Abd_18.csv,GH_medtranslation_rotation90Abd_18.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,19,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_19.csv,GH_elevationAngle_rotation90Abd_19.csv,GH_internalRotation_rotation90Abd_19.csv,GH_anttranslation_rotation90Abd_19.csv,GH_suptranslation_rotation90Abd_19.csv,GH_medtranslation_rotation90Abd_19.csv
#6,Henninger et al.,2020,"""10.1016/j.gaitpost.2020.07.020; 10.1016/j.jbiomech.2021.110266; 10.1016/j.gaitpost.2021.05.004; 10.1016/j.jbiomech.2022.111059""",True,biplane x-ray fluoroscopy,1.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,,,,,,,,,,,True,,,AA,+posteroanterior,vec(AI>TS)^vec(AI>AA),+inferosuperior,z^x,+mediolateral,vec(TS>AA),internal-external rotation 90 degree-abducted,yxy,,glenohumeral,scapula,humerus,yxy,True,GH,parent,,False,20,right,True,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_20.csv,GH_elevationAngle_rotation90Abd_20.csv,GH_internalRotation_rotation90Abd_20.csv,GH_anttranslation_rotation90Abd_20.csv,GH_suptranslation_rotation90Abd_20.csv,GH_medtranslation_rotation90Abd_20.csv
